scl,S0101-32892019000200198,research-article,larissa oliveira,faria,2019-06,revista brasileira de ciencias do esporte,rev bras cienc esporte,0101-3289,2179-3255,2,2,41,198
scl,S0104-026X2019000200800,book-review,thiago,coacci,2019,revista estudos feministas,rev estud fem,0104-026X,1806-9584,2,2,27,
scl,S0101-73302019000100315,research-article,ricardo,cuenca,2019,educacao sociedade,educ soc,0101-7330,1678-4626,,1,40,
scl,S0103-50532019000701524,research-article,suzimara,rovani,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1524
scl,S0102-09352019000300967,research-article,p k m,brettas,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,967
scl,S0102-311X2019000707001,letter,fabia,lima,2019,cadernos de saude publica,cad saude publica,0102-311X,1678-4464,6,7,35,
scl,S1807-86722019000100518,research-article,hamidreza,ghotbaldini,2019,acta scientiarum animal sciences,acta sci anim sci,1806-2636,1807-8672,,1,41,
scl,S2237-96222019000200309,research-article,italene barros,viana,2019,epidemiologia e servicos de saude,epidemiol serv saude,1679-4974,2237-9622,2,2,28,
scl,S0101-32892019000200215,research-article,marcelo s,vaz,2019-06,revista brasileira de ciencias do esporte,rev bras cienc esporte,0101-3289,2179-3255,2,2,41,215
scl,S0101-32892019000200222,research-article,naegeli gomes,mathias,2019-06,revista brasileira de ciencias do esporte,rev bras cienc esporte,0101-3289,2179-3255,2,2,41,222
scl,S0103-50532019000701415,research-article,murilo b m de,mello,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1415
scl,S2358-04292019000100307,research-article,anna lucia spear,king,2019,medicalexpress,medicalexpress sao paulo online,2318-8111,2358-0429,,1,6,
scl,S0102-09352019000301005,research-article,g s,gutierrez,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,1005
scl,S0102-09352019000300777,research-article,a r,oliveira,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,777
scl,S1807-86722019000100523,research-article,vinicius cunha,barcellos,2019,acta scientiarum animal sciences,acta sci anim sci,1806-2636,1807-8672,,1,41,
scl,S0102-311X2019000707002,letter,anita liberalesso,neri,2019,cadernos de saude publica,cad saude publica,0102-311X,1678-4464,6,7,35,
scl,S0101-32892019000200135,review-article,guillermo d,barahona fuentes,2019-06,revista brasileira de ciencias do esporte,rev bras cienc esporte,0101-3289,2179-3255,2,2,41,135
scl,S1984-63982019005006101,research-article,sammya santos,araujo,2019,revista brasileira de linguistica aplicada,rev bras linguist apl,,1984-6398,ahead,50,,
scl,S0102-09352019000300883,research-article,r d,mazaro,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,883
scl,S1677-54492019000100801,brief-report,thiago,bertochi,2019,jornal vascular brasileiro,j vasc bras,1677-5449,1677-7301,,1,18,
scl,S0102-37722019000100400,research-article,magaly,noblega,2019,psicologia teoria e pesquisa,psic teor e pesq,0102-3772,1806-3446,,1,35,
scl,S0101-32892019000200206,research-article,josivaldo de souza,lima,2019-06,revista brasileira de ciencias do esporte,rev bras cienc esporte,0101-3289,2179-3255,2,2,41,206
scl,S2179-80872019000400106,research-article,fabio afonso mazzei moura de assis,figueiredo,2019,floresta e ambiente,floresta ambient,1415-0980,2179-8087,4,4,26,
scl,S0104-026X2019000200804,book-review,thais vieira de,paula,2019,revista estudos feministas,rev estud fem,0104-026X,1806-9584,2,2,27,
scl,S0103-50532019000701541,research-article,tamires f da,costa,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1541
scl,S0103-50532019000701357,research-article,janaina a,barbara,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1357
scl,S0101-73302019000100317,research-article,iana gomes de,lima,2019,educacao sociedade,educ soc,0101-7330,1678-4626,,1,40,
scl,S0103-50532019000701406,research-article,bingjun,han,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1406
scl,S1806-66902019000300476,research-article,jeane de oliveira,moura,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,476
scl,S0104-07072019000100335,research-article,tatiane cristina faria da,silva,2019,texto contexto enfermagem,texto contexto enferm,0104-0707,1980-265X,,1,28,
scl,S2175-33692019000100245,research-article,joaquim miranda,maloa,2019,urbe revista brasileira de gestao urbana,urbe rev bras gest urbana,,2175-3369,,1,11,
scl,S0103-50532019000701498,research-article,andressa h a,grabsk,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1498
scl,S0102-09352019000300828,research-article,v g p,albernaz,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,828
scl,S1414-81452019000300206,research-article,beatriz rosana goncalves de oliveira,toso,2019,escola anna nery,esc anna nery,1414-8145,2177-9465,3,3,23,
scl,S0103-05822019005013107,research-article,daniela de,assumpcao,2019,revista paulista de pediatria,rev paul pediatr,0103-0582,1984-0462,ahead,50,,
scl,S0101-73302019000100316,research-article,pedro henrique,witchs,2019,educacao sociedade,educ soc,0101-7330,1678-4626,,1,40,
scl,S0102-09352019000300741,research-article,a,pelizza,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,741
scl,S0102-09352019000301081,rapid-communication,e p f,souto,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,1081
scl,S0102-311X2019000705009,research-article,francelena de sousa,silva,2019,cadernos de saude publica,cad saude publica,0102-311X,1678-4464,6,7,35,
scl,S2358-04292019000100301,research-article,lucio lage,goncalves,2019,medicalexpress,medicalexpress sao paulo online,2318-8111,2358-0429,,1,6,
scl,S0103-73072019000100511,research-article,antonio carlos da costa,nunes,2019,pro posicoes,pro posicoes,,1980-6248,,1,30,
scl,S0102-09352019000300939,research-article,d a b,lessa,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,939
scl,S0102-09352019000300997,research-article,a b,kroning,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,997
scl,S1806-66902019000300370,research-article,paulo carteri,coradi,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,370
scl,S0104-026X2019000200803,book-review,joao manuel de,oliveira,2019,revista estudos feministas,rev estud fem,0104-026X,1806-9584,2,2,27,
scl,S1981-67232019000100435,research-article,enzo aldoradin,puza,2019,brazilian journal of food technology,braz j food technol,,1981-6723,,1,22,
scl,S0103-166X2019000100605,research-article,nicholas f,benson,2019,estudos de psicologia campinas,estud psicol campinas,0103-166X,1982-0275,,1,36,
scl,S0102-09352019000300761,research-article,s a o,bedoya,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,761
scl,S1806-66902019000300439,research-article,tatiane sanches,jeromini,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,439
scl,S1806-66902019000300387,research-article,janaina de paula da,costa,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,387
scl,S1807-86722019000100522,research-article,elaine coimbra de,souza,2019,acta scientiarum animal sciences,acta sci anim sci,1806-2636,1807-8672,,1,41,
scl,S1980-65742019000100713,research-article,ana elisa messetti,christofoletti,2019,motriz revista de educacao fisica,motriz rev educ fis,,1980-6574,1,1,25,
scl,S0303-76572019000100303,research-article,maria cristina,strausz,2019,revista brasileira de saude ocupacional,rev bras saude ocup,0303-7657,2317-6369,,1,44,
scl,S1806-66902019000300378,research-article,darlila aparecida,gallina,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,378
scl,S0102-311X2019000705014,research-article,monica,caicedo roa,2019,cadernos de saude publica,cad saude publica,0102-311X,1678-4464,6,7,35,
scl,S0102-09352019000300833,research-article,j q,fulgencio,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,833
scl,S0103-50532019000701395,research-article,emerson a,oliveira,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1395
scl,S0103-50532019000701506,research-article,michelly c,paludo,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1506
scl,S2317-64312019000100505,review-article,raira fernanda,altmann,2019,audiology communication research,audiol commun res,,2317-6431,,1,24,
scl,S1984-63982019000200295,research-article,felipe furtado,guimaraes,2019-06,revista brasileira de linguistica aplicada,rev bras linguist apl,,1984-6398,2,2,19,295
scl,S1806-66902019000300510,research-article,maria isabel ordonez,lozada,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,510
scl,S0104-026X2019000200805,book-review,monica,salomon,2019,revista estudos feministas,rev estud fem,0104-026X,1806-9584,2,2,27,
scl,S1806-66902019000300402,research-article,oscar pacheco,passos neto,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,402
scl,S0102-09352019000300805,research-article,m a,goulart,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,805
scl,S1806-66902019000300468,research-article,diego de vasconcelos,lourenco,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,468
scl,S0104-07072019000100336,research-article,amanda delmondes de brito fontenele,fernandes,2019,texto contexto enfermagem,texto contexto enferm,0104-0707,1980-265X,,1,28,
scl,S0102-09352019000301037,research-article,m f,miguel,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,1037
scl,S0074-02762019000100412,rapid-communication,zelia barbosa de almeida,coelho,2019,memorias do instituto oswaldo cruz,mem inst oswaldo cruz,0074-0276,1678-8060,,1,114,
scl,S0103-50532019000701548,research-article,joao paulo a,martins,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1548
scl,S0102-09352019000300863,research-article,c j,santos,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,863
scl,S1984-63982019000200329,research-article,taisa pinetti,passoni,2019-06,revista brasileira de linguistica aplicada,rev bras linguist apl,,1984-6398,2,2,19,329
scl,S1806-66902019000300361,research-article,daniela dantas de farias,leite,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,361
scl,S1806-66902019000300484,research-article,jameson guedes da,silva,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,484
scl,S0103-73072019000100512,research-article,circe mara,marques,2019,pro posicoes,pro posicoes,,1980-6248,,1,30,
scl,S0102-09352019000300869,research-article,f h,alonso,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,869
scl,S0102-09352019000300959,research-article,m a,mombach,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,959
scl,S1981-77462019000300504,research-article,tania cristina schafer,vasques,2019,trabalho educacao e saude,trab educ saude,1678-1007,1981-7746,3,3,17,
scl,S1807-86722019000100409,research-article,erica beatriz,schultz,2019,acta scientiarum animal sciences,acta sci anim sci,1806-2636,1807-8672,,1,41,
scl,S0102-09352019000300723,research-article,n v,sollecito,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,723
scl,S0104-026X2019000200802,book-review,ismael goncalves,alves,2019,revista estudos feministas,rev estud fem,0104-026X,1806-9584,2,2,27,
scl,S1981-77462019000300505,research-article,lais santos,silva,2019,trabalho educacao e saude,trab educ saude,1678-1007,1981-7746,3,3,17,
scl,S0102-09352019000300990,research-article,f a s,moura,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,990
scl,S0102-09352019000300782,research-article,j,morais,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,782
scl,S0103-50532019000701437,research-article,julia r l e,freitas,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1437
scl,S2358-04292019000100303,research-article,mariana spear king lins de,padua,2019,medicalexpress,medicalexpress sao paulo online,2318-8111,2358-0429,,1,6,
scl,S0103-50532019000701458,research-article,edna s,machado,2019-07,journal of the brazilian chemical society,j braz chem soc,0103-5053,1678-4790,7,7,30,1458
scl,S0100-204X2019000103800,research-article,iara magalhaes,barberena,2019,pesquisa agropecuaria brasileira,pesq agropec bras,0100-204X,1678-3921,,1,54,
scl,S0102-311X2019000705012,research-article,angelo giuseppe,roncalli,2019,cadernos de saude publica,cad saude publica,0102-311X,1678-4464,6,7,35,
scl,S1677-54492019000100310,research-article,alexandre malta,brandao,2019,jornal vascular brasileiro,j vasc bras,1677-5449,1677-7301,,1,18,
scl,S0103-65132019000100210,research-article,george vasconcelos,goes,2019,production,prod,0103-6513,1980-5411,,1,29,
scl,S0102-09352019000300899,research-article,r s,souza,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,899
scl,S1677-54492019000100406,review-article,maria chiara,chindamo,2019,jornal vascular brasileiro,j vasc bras,1677-5449,1677-7301,,1,18,
scl,S0102-09352019000300797,research-article,v q,teixeira,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,797
scl,S0103-73072019000100514,research-article,claudia rosa,riolfi,2019,pro posicoes,pro posicoes,,1980-6248,,1,30,
scl,S0104-07072019000100334,research-article,erica assuncao,carmo,2019,texto contexto enfermagem,texto contexto enferm,0104-0707,1980-265X,,1,28,
scl,S1516-35982019000100304,research-article,andre rabelo,fernandes,2019,revista brasileira de zootecnia,r bras zootec,1516-3598,1806-9290,,1,48,
scl,S1806-66902019000300411,research-article,joao paulo nobre de,almeida,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,411
scl,S0102-09352019000300857,research-article,l r,jacondino,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,857
scl,S1806-66902019000300353,research-article,raphaela soares da silva,camelo,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,353
scl,S0102-09352019000300770,research-article,b,vita,2019-06,arquivo brasileiro de medicina veterinaria e zootecnia,arq bras med vet zootec,0102-0935,1678-4162,3,3,71,770
scl,S0102-311X2019000705011,research-article,fernanda soares de resende,santos,2019,cadernos de saude publica,cad saude publica,0102-311X,1678-4464,6,7,35,
scl,S1806-66902019000300458,research-article,ramon rego,merval,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,458
scl,S1806-66902019000300431,research-article,willen ramos,santiago,2019-09,revista ciencia agronomica,rev cienc agron,0045-6888,1806-6690,3,3,50,431
scl,S1981-67232019000100434,research-article,rafaela rebessi,zillo,2019,brazilian journal of food technology,braz j food technol,,1981-6723,,1,22,
scl,S0034-73292019000200201,research-article,leandra regina,goncalves,2019,revista brasileira de politica internacional,rev bras polit int,0034-7329,1983-3121,2,2,62,
